Rank,Title,Impact_Score,Start_Date,End_Date,Venue,Link2Conference,Link_Img
656,Innovative Applications of Artificial Intelligence,1.10,07-02-2023,14-07-2023,Washington DC,https://research.com/conference/annual-conference-on-innovative-applications-of-artificial-intelligence,https://s.research.com/images/8df9bf4976c21d764a639479f9759d4daab17d42-91x65.png
657,Fully Three-Dimensional Image Reconstruction in Radiology and Nuclear Medicine,1.10,16-07-2023,21-07-2023,New York,https://research.com/conference/international-meeting-on-fully-three-dimensional-image-reconstruction-in-radiology-and-nuclear-medicine,https://s.research.com/images/354ea4190936c68e2681333e8b2eccf3728ab92e-172x65.png
658,Complex Networks and Their Applications,1.10,28-11-2023,30-11-2023,French Riviera,https://research.com/conference/12th-international-conference-on-complex-networks-and-their-applications,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
659,Foundations of Digital Games,1.10,11-04-2023,14-04-2023,Lisbon,https://research.com/conference/fdg22-17th-international-conference-on-the-foundations-of-digital-games,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
660,Network Function Virtualization and Software Defined Networks,1.10,14-11-2022,16-11-2022,Chandler,https://research.com/conference/conference-on-network-functions-virtualization-and-software-defined-networking,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
661,Service Oriented Software Engineering,1.10,17-07-2023,20-07-2023,Athens,https://research.com/conference/international-conference-service-on-oriented-software-engineering,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
662,International Workshop on Security,1.10,29-08-2023,31-08-2023,Yokohama + Online,https://research.com/conference/the-17th-international-workshop-on-security,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
663,Advanced Data Mining and Applications,1.10,02-02-2022,04-02-2022,,https://research.com/conference/international-conference-on-advanced-data-mining-and-applications-1,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
664,"IEEE International Conference on Networking, Sensing and Control",1.10,25-10-2023,27-10-2023,Marseille,https://research.com/conference/20th-ieee-international-conference-on-networking-sensing-and-control,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
665,International Conference on Model-Driven Engineering and Software Development,1.10,19-02-2023,21-02-2023,Lisbon,https://research.com/conference/modelsward-2022-international-conference-on-model-driven-engineering-and-software-development11,https://s.research.com/images/07a06c8ff48295078550a1c0a1d67201f945bbab-65x65.png
666,International Conference on Image Analysis and Processing,1.10,23-05-2022,27-05-2022,Lecce,https://research.com/conference/international-conference-on-image-analysis-and-processing,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
667,ACM Turing Celebration Conference - China,1.10,21-05-2021,21-05-2021,Hefei,https://research.com/conference/acm-turc-2021-acm-turing-celebration-conference-china-1,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
668,"International Congress on Image and Signal Processing, BioMedical Engineering and Informatics",1.10,28-10-2023,30-10-2023,Taizhou,https://research.com/conference/16th-international-congress-on-image-and-signal-processing-biomedical-engineering-and-informatics,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
669,General-Purpose Computation on Graphics Processing Units,1.10,25-02-2023,26-02-2023,Montreal,https://research.com/conference/workshop-on-general-purpose-processing-using-gpu,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
670,International Symposium on Neural Networks,1.10,04-12-2020,04-12-2020,Cairo,https://research.com/conference/isnn-2020-international-symposium-on-neural-networks,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
671,Hellenic Conference on Artificial Intelligence,1.10,11-09-2024,13-09-2024,Piraeus,https://research.com/conference/13th-eetn-conference-on-artificial-intelligence-setn-2024,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
672,Advanced Networks and Telecommunication Systems,1.10,17-12-2023,20-12-2023,Jaipur,https://research.com/conference/ieee-international-conference-on-advanced-networks-and-telecommunications-systems-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
673,Statistical and Scientific Database Management,1.10,06-07-2022,08-07-2022,Copenhagen,https://research.com/conference/34th-international-conference-on-scientific-and-statistical-database-management-ssdbm-2022,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
674,Asia Information Retrieval Symposium,1.10,07-11-2019,07-11-2019,"Hong Kong, China",https://research.com/conference/airs-2019-asia-information-retrieval-societies-conference,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
675,IEEE Signal Processing in Medicine and Biology Symposium,1.10,02-12-2023,02-12-2023,Philadelphia,https://research.com/conference/ieee-signal-processing-in-medicine-and-biology-symposium,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
676,Service-Oriented Computing and Applications,1.10,18-11-2019,18-11-2019,"Kaohsiung, Taiwan",https://research.com/conference/soca-2019,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
677,Towards Autonomous Robotic Systems,1.10,13-09-2023,15-09-2023,Cambridge,https://research.com/conference/24th-towards-autonomous-robotic-systems-conference,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
678,International Conference on Semantic Systems,1.10,09-09-2029,09-09-2029,Karlsruhe,https://research.com/conference/semantics-2029-international-conference-on-semantic-systems-1,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
679,Games and Virtual Worlds for Serious Applications,1.10,04-09-2019,06-09-2019,Vienna,https://research.com/conference/11th-international-conference-on-virtual-worlds-and-games-for-serious-applications-vs-games,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
680,Wireless Days,1.10,30-06-2021,02-07-2021,PAris,https://research.com/conference/wireless-days-conference,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
681,"Ad-Hoc, Mobile and Wireless Networks",1.10,19-10-2020,19-10-2020,"Bari, Italy",https://research.com/conference/adhoc-now-2020-the-19th-international-conference-on-ad-hoc-networks-and-wireless,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
682,Provable Security,1.10,20-10-2023,22-10-2023,Wuhan,https://research.com/conference/17th-international-conference-on-provable-and-practical-security,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
683,Symposium on Computer Animation,1.10,04-08-2023,06-08-2023,Los Angeles,https://research.com/conference/22nd-annual-symposium-on-computer-animation-sca,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
684,Adaptive Hardware and Systems,1.10,22-07-2019,24-07-2019,Colchester,https://research.com/conference/2019-nasaesa-conference-on-adaptive-hardware-and-systems,https://s.research.com/images/33bf717a26b47427087ee33408a8961ad9be4407-65x65.png
685,Social Informatics,1.10,19-10-2022,21-10-2022,Glasgow,https://research.com/conference/13th-international-conference-on-social-informatics,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
686,IEEE International Conference on Fog and Edge Computing,1.10,01-05-2023,04-05-2023,Bangalore,https://research.com/conference/ieee-international-conference-on-fog-and-edge-computing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
687,Software and Compilers for Embedded Systems,1.10,01-11-2021,02-11-2021,,https://research.com/conference/international-workshop-on-software-and-compilers-for-embedded-systems,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
688,Asian Conference on Intelligent Information and Database Systems,1.10,28-11-2022,30-11-2022,Ho Chi Minh City,https://research.com/conference/asian-conference-on-intelligent-information-and-database-systems,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
689,Global Information Infrastructure and Networking Symposium,1.10,01-11-2023,03-11-2023,Dubai,https://research.com/conference/global-information-infrastructure-and-networking-symposium-2023,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
690,Architectures for Networking and Communications Systems,1.10,24-09-2019,24-09-2019,Cambridge,https://research.com/conference/ancs-2019-acmieee-symposium-on-architectures-for-networking-and-communications-systems,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
691,Asia-Pacific Workshop on Systems,1.10,24-08-2023,25-08-2023,Seoul,https://research.com/conference/14th-acm-sigops-asia-pacific-workshop-on-systems-apsys-2023,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
692,International Conference on Software and Systems Process,1.10,19-05-2022,20-05-2022,,https://research.com/conference/international-conference-on-software-and-systems-process-icssp-2022,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
693,International Conference on Case-Based Reasoning,1.10,17-07-2023,20-07-2023,berdeen,https://research.com/conference/31st-international-conference-on-case-based-reasoning,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
694,Frontiers of Information Technology,1.10,11-12-2023,12-12-2023,Lahore,https://research.com/conference/20th-international-conference-on-frontiers-of-information-technology-fit23,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
695,Graph-based Methods for Natural Language Processing,1.10,12-10-2022,17-10-2022,Gyeongju,https://research.com/conference/textgraphs-16-graph-based-methods-for-natural-language-processing,https://s.research.com/website/1098944084/images/placeholder.svg
696,"Mobile Cloud Computing, Services, and Engineering",1.10,17-07-2023,20-07-2023,Athens,https://research.com/conference/10th-ieee-international-conference-on-mobile-cloud-computing-services-and-engineering,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
697,Workflows in Support of Large-Scale Science,1.10,12-11-2023,17-11-2023,Denver & Online,https://research.com/conference/18th-workshop-on-workflows-in-support-of-large-scale-science,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
698,PRedictive Intelligence In MEdicine,1.10,08-10-2023,08-10-2023,Vancouver,https://research.com/conference/prime-miccai-2023,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
699,International Conference on Emerging Intelligent Data and Web Technologies,1.10,23-02-2023,25-02-2023,Semarang,https://research.com/conference/international-conference-on-emerging-internet-data-web-technologies,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
700,Working Conference on Virtual Enterprises,1.10,27-09-2023,29-09-2023,Valencia,https://research.com/conference/24th-ifip-socolnet-working-conference-on-virtual-enterprises,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
701,European Congress on Digital Pathology,1.10,15-06-2022,18-06-2022,Berlin,https://research.com/conference/european-congress-on-digital-pathology,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
702,Communications in Computer and Information Science,1.00,05-01-2021,07-01-2021,Sanya,https://research.com/conference/international-conference-on-cloud-computing-and-information-science-ccis-2021,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
703,International Conference on Enterprise Information Systems,1.00,24-04-2023,26-04-2023,Prague,https://research.com/conference/iceis-2022-international-conference-on-enterprise-information-systems25,https://s.research.com/images/07a06c8ff48295078550a1c0a1d67201f945bbab-65x65.png
704,IEEE International Workshop on Computational Advances in Multi-Sensor Adaptive Processing,1.00,15-12-2019,18-12-2019,Guadalupe,https://research.com/conference/2019-ieee-international-workshop-on-computational-advances-in-multi-sensor-adaptive-processing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
705,"Euromicro Conference on Parallel, Distributed and Network-Based Processing",1.00,01-03-2023,03-03-2023,Naples,https://research.com/conference/euromicro-international-conference-on-parallel-distributed-and-network-based-processing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
706,Research in Computational Molecular Biology,1.00,16-04-2023,19-04-2023,Istanbul,https://research.com/conference/annual-international-conference-on-research-in-computational-molecular-biology,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
707,International Conference on Intelligent Computing,1.00,10-08-2023,13-08-2023,Zhengzhou,https://research.com/conference/19th-international-conference-on-intelligent-computing-icic-2023,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
